run_id,run_description,adsorbent,adsorbent_mass,adsorbent_mass_units,adsorbate,adsorbate_mass,adsorbate_mass_units,temperature_units,pressure_units,adsorption_units,temperature,pressure,adsorption,uncertainty,branch,notes
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.001,2.54,1,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.046,5.34,3,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.131,7.12,7,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.278,9.42,5,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.383,11.06,3,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.470,12.64,3,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.609,15.43,7,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.661,17.00,4,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.688,18.20,2,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.729,20.10,1,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.766,22.13,5,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.798,24.47,1,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.836,27.48,8,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.852,30.54,6,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.884,33.36,9,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,0.918,35.95,7,A,
1,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,116.68,1.000,37.00,9,A,Cryostat breakdown before desorption was attempted
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.001,1.49,9,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.1400,6.20,3,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.2592,8.38,5,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.4107,12.58,4,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.063,4.61,4,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.130,6.15,4,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.2218,7.66,1,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.3260,9.39,0,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.5210,13.25,0,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.8176,26.17,2,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.8830,33.10,2,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.9120,35.06,8,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.9717,36.17,8,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.9950,36.35,8,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,1.0000,36.45,4,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.009,2.70,6,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.2120,7.55,8,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.041,4.05,0,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.6945,18.34,4,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.7807,23.40,7,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.8641,32.13,8,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,1.0000,36.45,0,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.9717,36.31,9,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.9710,36.34,7,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.9372,36.27,8,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.8862,36.25,8,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.8414,36.22,8,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.7966,36.13,9,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.7200,35.99,0,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.063,4.73,1,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.1909,7.29,3,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.2510,8.34,6,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.3710,10.34,5,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.4407,11.52,6,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.5338,13.40,5,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.5966,15.11,9,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.6579,16.93,2,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.7172,19.29,8,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.7517,21.19,6,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.7903,23.90,3,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.8152,25.96,7,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.8434,28.32,2,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.8697,31.68,1,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.8814,32.59,9,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.9021,34.21,5,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.9351,35.76,3,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.9676,36.19,2,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,1.0000,36.34,8,A,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.9640,36.25,0,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.9055,36.23,0,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.8538,36.16,1,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.7295,35.95,2,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.6593,35.80,5,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.6235,35.62,9,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.5641,35.34,6,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.5296,35.14,1,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.5179,35.58,3,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.5117,31.12,0,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.5096,27.86,7,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.5055,24.88,8,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.5021,22.77,9,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.5076,18.27,9,D,
2,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,121.48,0.5075,16.56,9,D,Breakdown before completion of the desorption branch of the isotherm.
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.007,2.68,7,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.054,4.49,8,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.093,5.52,2,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.1329,6.35,2,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.1807,7.19,9,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.2446,8.21,4,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.3131,9.31,7,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.4094,10.75,9,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.4441,11.57,8,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.4948,12.62,2,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.5437,13.71,5,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.5878,14.78,6,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.6685,17.34,0,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.7150,19.25,8,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.7831,22.24,9,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.8324,25.40,5,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.8723,28.63,7,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.8981,31.93,8,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.9333,34.67,3,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.9621,35.62,8,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,1.0000,36.21,4,A,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.9606,36.15,4,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.8962,36.08,3,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.8352,36.00,4,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.7807,35.98,5,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.7268,35.70,7,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.6803,35.56,9,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.6376,35.43,3,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.5906,35.28,5,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.5563,35.04,0,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.5225,33.65,8,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.5197,31.19,5,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.5084,27.58,3,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.5000,23.30,0,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.4887,19.90,0,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.4741,16.87,5,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.4545,14.58,8,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.4291,13.06,7,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.4089,11.94,8,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.3887,11.29,5,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.3418,10.20,2,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.3014,9.44,4,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.2662,8.80,7,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.2376,8.23,3,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.1981,7.51,1,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.1648,6.89,7,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.1315,6.26,2,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.0760,5.16,1,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.0423,4.37,2,D,
3,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,124.65,0.0315,3.77,8,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,1.0000,34.67,7,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.0001,1.28,4,D,Editor: Adsorption measurement appears to be too low
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.0731,4.72,6,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.1380,6.13,3,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.2998,9.03,4,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.5147,13.55,6,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.7325,22.34,2,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.9004,32.91,5,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,1.0000,34.55,7,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.8696,34.37,4,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.8129,34.30,0,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.7314,34.02,2,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.6542,33.82,1,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.6201,33.60,6,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.5880,33.19,5,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.5598,31.79,0,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.5391,28.48,3,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.5218,23.91,4,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.5118,19.57,1,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.4838,16.44,6,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.4604,14.58,4,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.4419,13.40,5,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.4204,12.44,1,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.4002,11.70,9,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.3785,11.05,6,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.3598,10.58,6,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.3415,10.11,5,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.3249,9.55,8,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.2951,9.13,2,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.2655,8.47,8,D,Editor: Likely typographic error for p/p0=0.2655
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.2655,7.72,5,D,Editor: Likely typographic error for p/p0=0.2655
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.1894,7.07,0,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.1015,5.30,2,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.0518,4.08,2,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.0305,3.35,0,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.0020,2.75,6,D,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.0804,4.87,3,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.1775,6.85,5,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.2980,8.96,6,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.3332,9.56,3,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.3646,10.14,6,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.4142,11.08,9,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.4590,12.01,4,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.5007,12.98,1,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.5950,15.64,4,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.6452,17.77,0,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.6781,19.19,4,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.7201,21.54,3,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.7630,23.96,0,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.8000,26.75,7,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.8404,29.47,4,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.8854,32.13,5,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.9107,33.37,3,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.9493,33.95,9,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,0.9927,34.44,9,A,
4,Boundary Isotherm,Vycor Glass,61.6,mg,Xe,131.293,g/mol,K,relative,mg,131.47,1.0000,34.67,7,A,
